,review,sentiments,word_count,clean_review,polarity
1906,this place is good.,1,4,place good,0.7
1907,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,16,unfortun must hit bakeri day everyth order stale,-0.5
1908,I came back today since they relocated and still not impressed.,0,11,came back today sinc still impress,0.0
1909,I was seated immediately.,1,4,seat immedi,0.0
1910,"Their menu is diverse, and reasonably priced.",1,7,menu reason price,0.0
1911,Avoid at all cost!,0,4,avoid cost,0.0
1912,Restaurant is always full but never a wait.,1,8,restaur alway full never wait,0.35
1913,DELICIOUS!!,1,1,delici,0.0
1914,This place is hands-down one of the best places to eat in the Phoenix metro area.,1,16,place hand one best place eat phoenix metro area,1.0
1915,So don't go there if you are looking for good food...,0,11,go look good food,0.7
1916,I've never been treated so bad.,0,6,never treat bad,-0.6999999999999998
1917,Bacon is hella salty.,1,4,bacon,0.0
1918,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,19,also order salad sad dress liter zero tast,-0.5
1919,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,24,realli vega fine dine use right menu ladi price,0.35119047619047616
1920,The waitresses are very friendly.,1,5,friendli,0.0
1921,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,16,dish miss curri lover,0.0
1922,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,20,everyth menu terrif also thrill made amaz vegetarian daughter,0.0
1923,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,20,perhap caught night judg review go back,0.0
1924,The service here leaves a lot to be desired.,0,9,servic leav lot,0.0
1925,"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,12,atmospher modern hip touch,0.2
1926,"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,17,definit place come back everi,0.0
1927,We literally sat there for 20 minutes with no one asking to take our order.,0,15,liter sat minut one take order,0.0
1928,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,23,burger absolut flavor meat total bland burger overcook charcoal flavor,-0.08333333333333333
1929,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,23,also decid send back waitress look like heart attack,0.0
1930,I dressed up to be treated so rudely!,0,8,treat,0.0
1931,It was probably dirt.,0,4,probabl dirt,0.0
1932,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,18,love place spot want someth healthi lack flavor,0.5
1933,I ordered the Lemon raspberry ice cocktail which was also incredible.,1,11,order ice also incred,0.0
1934,"The food sucked, which we expected but it sucked more than we could have imagined.",0,15,food suck expect suck could,0.0
1935,Interesting decor.,1,2,interest decor,0.0
1936,What I really like there is the crepe station.,1,9,realli like station,0.0
1937,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,21,also serv hot bread butter home made potato chip bacon top origin good,0.48333333333333334
1938,you can watch them preparing the delicious food!),1,8,watch prepar delici food,0.0
1939,Both of the egg rolls were fantastic.,1,7,egg roll fantast,0.0
1940,"When my order arrived, one of the gyros was missing.",0,10,order arriv one gyro,0.0
1941,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,18,salad wing ice cream dessert left feel quit satisfi,0.0
1942,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,19,realli sure best hot dog valley reader phoenix,0.5833333333333334
1943,The best place to go for a tasty bowl of Pho!,1,11,best place go tasti bowl pho,1.0
1944,The live music on Fridays totally blows.,0,7,live music total,0.06818181818181818
1945,I've never been more insulted or felt disrespected.,0,8,never insult felt disrespect,0.0
1946,Very friendly staff.,1,3,friendli staff,0.0
1947,It is worth the drive.,1,5,worth drive,0.3
1948,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,18,heard good thing place everi hope could,0.7
1949,Food was great and so was the serivce!,1,8,food great,0.8
1950,The warm beer didn't help.,0,5,warm beer help,0.6
1951,Great brunch spot.,1,3,great brunch spot,0.8
1952,Service is friendly and inviting.,1,5,servic friendli,0.0
1953,Very good lunch spot.,1,4,good lunch spot,0.7
1954,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,19,live sinc first last time step place,0.12878787878787878
1955,The WORST EXPERIENCE EVER.,0,4,worst experi ever,-1.0
1956,Must have been an off night at this place.,0,9,must night place,0.0
1957,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,14,side delish gold pure white corn,0.10714285714285714
1958,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,30,bug never show would given sure side wall bug kitchen,0.5
1959,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,20,minut wait salad realiz come time soon,0.0
1960,My friend loved the salmon tartar.,1,6,friend love salmon,0.5
1961,Won't go back.,0,3,go back,0.0
1962,Extremely Tasty!,1,2,extrem tasti,0.0
1963,Waitress was good though!,1,4,waitress good though,0.7
1964,Soggy and not good.,0,4,soggi good,0.7
1965,The Jamaican mojitos are delicious.,1,5,delici,0.0
1966,Which are small and not worth the price.,0,8,small worth price,0.024999999999999994
1967,- the food is rich so order accordingly.,1,8,food order,0.0
1968,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,25,shower area outsid take full shower unless mind everyon see,0.35
1969,The service was a bit lacking.,0,6,servic bit lack,0.0
1970,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,19,lobster bisqu filet need salt pepper cours none tabl,0.0
1971,Hopefully this bodes for them going out of business and someone who can cook can come in.,0,17,hope go busi someon cook come,0.0
1972,"It was either too cold, not enough flavor or just bad.",0,11,either cold enough flavor bad,-0.4333333333333333
1973,I loved the bacon wrapped dates.,1,6,love bacon,0.5
1974,This is an unbelievable BARGAIN!,1,5,unbeliev bargain,0.0
1975,The folks at Otto always make us feel so welcome and special.,1,12,folk alway make u feel special,0.35714285714285715
1976,"As for the ""mains,"" also uninspired.",0,6,also,0.0
1977,This is the place where I first had pho and it was amazing!!,1,13,place first pho amaz,0.25
1978,This wonderful experience made this place a must-stop whenever we are in town again.,1,14,wonder experi made place must stop whenev town,0.0
1979,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,17,food bad enough enjoy deal world worst annoy peopl,-0.32499999999999996
1980,Very very fun chef.,1,4,fun chef,0.3
1981,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,18,order doubl cheeseburg got singl fall apart pictur yeah still suck,0.0
1982,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,21,great place coupl drink watch event cover tv,0.8
1983,"If it were possible to give them zero stars, they'd have it.",0,12,possibl give zero star,0.0
1984,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,24,said yum yum sauc anoth said sauc yet anoth said spici mayo well none roll,0.0
1985,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,21,say would decis honestli dish tast suppos tast amaz,0.0
1986,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,22,eye may stay sure go back tri,0.25
1987,"Everyone is very attentive, providing excellent customer service.",1,8,everyon attent excel custom servic,0.0
1988,Horrible - don't waste your time and money.,0,8,horribl wast time money,0.0
1989,Now this dish was quite flavourful.,1,6,dish quit,0.0
1990,By this time our side of the restaurant was almost empty so there was no excuse.,0,16,time side restaur almost empti excus,0.0
1991,"(It wasn't busy either) Also, the building was FREEZING cold.",0,10,busi either also build cold,-0.6
1992,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,15,like review said pay eat place,0.0
1993,-Drinks took close to 30 minutes to come out at one point.,0,12,drink took close minut come one point,0.0
1994,"Seriously flavorful delights, folks.",1,4,serious flavor delight folk,-0.3333333333333333
1995,Much better than the other AYCE sushi place I went to in Vegas.,1,13,much better sushi place went vega,0.5
1996,The lighting is just dark enough to set the mood.,1,10,light dark enough set,0.08333333333333333
1997,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,22,base sub par servic receiv effort show busi go back,-0.4
1998,Owner's are really great people.!,1,5,owner realli great peopl,0.8
1999,There is nothing privileged about working/eating there.,0,7,noth work eat,0.0
2000,The Greek dressing was very creamy and flavorful.,1,8,greek dress creami flavor,0.0
2001,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,27,overal think would take parent place made similar complaint felt,-0.15
2002,Now the pizza itself was good the peanut sauce was very tasty.,1,12,pizza good sauc tasti,0.7
2003,We had 7 at our table and the service was pretty fast.,1,12,tabl servic pretti fast,0.2
2004,Fantastic service here.,1,3,fantast servic,0.0
2005,I as well would've given godfathers zero stars if possible.,0,10,well would given zero star possibl,0.0
2006,They know how to make them here.,1,7,know make,0.0
2007,very tough and very short on flavor!,0,7,tough short flavor,-0.19444444444444445
2008,I hope this place sticks around.,1,6,hope place stick around,0.0
2009,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,21,bar vega ever charg tap water,0.0
2010,The restaurant atmosphere was exquisite.,1,5,restaur atmospher exquisit,0.0
2011,"Good service, very clean, and inexpensive, to boot!",1,8,good servic clean inexpens boot,0.5333333333333333
2012,The seafood was fresh and generous in portion.,1,8,seafood fresh gener portion,0.3
2013,"Plus, it's only 8 bucks.",1,5,plu buck,0.0
2014,"The service was not up to par, either.",0,8,servic par either,0.0
2015,"Thus far, have only visited twice and the food was absolutely delicious each time.",1,14,thu far twice food absolut delici time,0.1
2016,Just as good as when I had it more than a year ago!,1,13,good year ago,0.7
2017,"For a self proclaimed coffee cafe, I was wildly disappointed.",0,10,self coffe cafe disappoint,0.0
2018,The Veggitarian platter is out of this world!,1,8,world,0.0
2019,You cant go wrong with any of the food here.,1,10,cant go wrong food,-0.5
2020,You can't beat that.,1,4,beat,0.0
2021,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,14,stop place friendli kind staff,0.6
2022,The chefs were friendly and did a good job.,1,9,friendli good job,0.7
2023,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,15,better boba tea even pho,0.5
2024,I liked the patio and the service was outstanding.,1,9,like patio servic outstand,0.0
2025,The goat taco didn't skimp on the meat and wow what FLAVOR!,1,12,taco meat wow flavor,0.1
2026,I think not again,0,4,think,0.0
2027,I had the mac salad and it was pretty bland so I will not be getting that again.,0,18,salad pretti bland get,-0.16666666666666666
2028,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,13,went bachi burger friend recommend disappoint,0.0
2029,Service stinks here!,0,3,servic stink,0.0
2030,I waited and waited.,0,4,wait wait,0.0
2031,"This place is not quality sushi, it is not a quality restaurant.",0,12,place qualiti sushi qualiti restaur,0.0
2032,I would definitely recommend the wings as well as the pizza.,1,11,would definit recommend wing well pizza,0.0
2033,Great Pizza and Salads!,1,4,great pizza salad,0.8
2034,Things that went wrong: - They burned the saganaki.,0,9,thing went wrong,-0.5
2035,We waited an hour for what was a breakfast I could have done 100 times better at home.,0,18,wait hour breakfast could done time better home,0.5
2036,This place is amazing!,1,4,place amaz,0.0
2037,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,19,hate husband disappoint place,-0.8
2038,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,20,wait hour never got either pizza mani around u came later,0.0
2039,Just don't know why they were so slow.,0,8,know slow,-0.30000000000000004
2040,"The staff is great, the food is delish, and they have an incredible beer selection.",1,15,staff great food delish incred beer select,0.8
2041,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,20,live neighborhood disappoint back conveni locat,0.06818181818181818
2042,I didn't know pulled pork could be soooo delicious.,1,9,know pull pork could soooo delici,0.0
2043,"You get incredibly fresh fish, prepared with care.",1,8,get incred fresh fish prepar care,0.3
2044,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,28,go gave star rate plea know third time eat bachi burger write review,0.0
2045,I love the fact that everything on their menu is worth it.,1,12,love fact everyth menu worth,0.4
2046,Never again will I be dining at this place!,0,9,never dine place,0.0
2047,The food was excellent and service was very good.,1,9,food excel servic good,0.7
2048,Good beer & drink selection and good food selection.,1,9,good beer drink select good food select,0.7
2049,Please stay away from the shrimp stir fried noodles.,0,9,plea stay away shrimp stir fri,0.0
2050,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,23,potato order sad could probabl mani chip box probabl around,-0.5
2051,Food was really boring.,0,4,food realli bore,0.0
2052,Good Service-check!,1,2,good servic check,0.7
2053,This greedy corporation will NEVER see another dime from me!,0,10,never see anoth,0.0
2054,"Will never, ever go back.",0,5,never ever go back,0.0
2055,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,19,much like go back get pas atroci servic never return,0.1
2056,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,15,summer dine charm patio delight,0.0
2057,I did not expect this to be so good!,1,9,expect good,0.7
2058,Fantastic food!,1,2,fantast food,0.0
2059,She ordered a toasted English muffin that came out untoasted.,0,10,order toast english came,0.0
2060,The food was very good.,1,5,food good,0.7
2061,Never going back.,0,3,never go back,0.0
2062,"Great food for the price, which is very high quality and house made.",1,13,great food price high qualiti hous made,0.48000000000000004
2063,The bus boy on the other hand was so rude.,0,10,boy hand rude,-0.3
2064,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,25,point friend basic place joke mind make known,0.0
2065,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,19,back good fare reason price tell public back old way,0.15999999999999998
2066,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,20,consid two u left full happi go wrong,-0.05000000000000001
2067,All the bread is made in-house!,1,6,bread made hous,0.0
2068,The only downside is the service.,0,6,servic,0.0
2069,"Also, the fries are without a doubt the worst fries I've ever had.",0,13,also fri without doubt worst fri ever,-1.0
2070,Service was exceptional and food was a good as all the reviews.,1,12,servic except food good review,0.7
2071,"A couple of months later, I returned and had an amazing meal.",1,12,coupl month later return amaz meal,0.0
2072,Favorite place in town for shawarrrrrrma!!!!!!,1,6,favorit place town,0.0
2073,The black eyed peas and sweet potatoes... UNREAL!,1,8,black sweet potato,0.09166666666666666
2074,You won't be disappointed.,1,4,disappoint,0.0
2075,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,23,could serv may make better overal dish still good,0.6
2076,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,22,go far mani place never seen restaur serv egg breakfast especi,0.1
2077,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,20,mom got home immedi got sick bite salad,-0.7142857142857143
2078,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,16,server pleasant deal alway pizza,0.7333333333333333
2079,"Both of them were truly unbelievably good, and I am so glad we went back.",1,15,truli good glad went back,0.39999999999999997
2080,"We had fantastic service, and were pleased by the atmosphere.",1,10,fantast servic plea atmospher,0.0
2081,Everything was gross.,0,3,everyth gross,0.0
2082,I love this place.,1,4,love place,0.5
2083,I love this place.,1,4,love place,0.5
2084,Great service and food.,1,4,great servic food,0.8
2085,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,18,first bathroom locat dirti seat plain,0.017857142857142863
2086,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,15,burger got gold standard burger kind disappoint,0.3
2087,"OMG, the food was delicioso!",1,5,omg food,0.0
2088,There is nothing authentic about this place.,0,7,noth authent place,0.0
2089,the spaghetti is nothing special whatsoever.,0,6,noth special whatsoev,0.35714285714285715
2090,"Of all the dishes, the salmon was the best, but all were great.",1,13,dish salmon best great,0.9
2091,The vegetables are so fresh and the sauce feels like authentic Thai.,1,12,veget fresh sauc feel like authent thai,0.3
2092,It's worth driving up from Tucson!,1,6,worth drive,0.3
2093,The selection was probably the worst I've seen in Vegas.....there was none.,0,12,select probabl worst seen vega none,-1.0
2094,Pretty good beer selection too.,1,5,pretti good beer select,0.7
2095,"This place is like Chipotle, but BETTER.",1,7,place like better,0.5
2096,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,10,classi warm atmospher fun fresh appet steak steak,0.39999999999999997
2097,5 stars for the brick oven bread app!,1,8,star brick oven bread,0.0
2098,"I have eaten here multiple times, and each time the food was delicious.",1,13,eaten multipl time time food delici,0.0
2099,We sat another ten minutes and finally gave up and left.,0,11,sat anoth ten minut final gave left,0.0
2100,He was terrible!,0,3,terribl,0.0
2101,Everyone is treated equally special.,1,5,everyon treat equal special,0.17857142857142858
2102,It shouldn't take 30 min for pancakes and eggs.,0,9,take min pancak egg,0.0
2103,It was delicious!!!,1,3,delici,0.0
2104,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,15,good side staff pleasant real treat,0.5444444444444444
2105,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,17,steak place sharpli avoid next trip vega,0.0
2106,As always the evening was wonderful and the food delicious!,1,10,alway even wonder food delici,0.0
2107,Best fish I've ever had in my life!,1,8,best fish ever life,1.0
2108,(The bathroom is just next door and very nice.),1,9,bathroom next door nice,0.3
2109,The buffet is small and all the food they offered was BLAND.,0,12,buffet small food bland,-0.20833333333333331
2110,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,16,outstand littl restaur best food ever tast,1.0
2111,Pretty cool I would say.,1,5,pretti cool would say,0.35
2112,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,17,definit turn doubt back unless someon el buy,0.0
2113,Server did a great job handling our large rowdy table.,1,10,server great job larg tabl,0.8
2114,"I find wasting food to be despicable, but this just wasn't food.",0,12,find wast food food,0.0
2115,My wife had the Lobster Bisque soup which was lukewarm.,0,10,wife lobster bisqu soup lukewarm,0.0
2116,Would come back again if I had a sushi craving while in Vegas.,1,13,would come back sushi vega,0.0
2117,"The staff are great, the ambiance is great.",1,8,staff great ambianc great,0.8
2118,He deserves 5 stars.,1,4,deserv star,0.0
2119,I left with a stomach ache and felt sick the rest of the day.,0,14,left stomach felt sick rest day,-0.35714285714285715
2120,They dropped more than the ball.,0,6,drop ball,0.0
2121,"The dining space is tiny, but elegantly decorated and comfortable.",1,10,dine space tini decor comfort,0.0
2122,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,20,order way like usual eggplant green stir fri love,0.016666666666666663
2123,And the beans and rice were mediocre at best.,0,9,bean rice mediocr best,1.0
2124,Best tacos in town by far!!,1,6,best taco town far,0.55
2125,I took back my money and got outta there.,0,9,took back money got,0.0
2126,"In an interesting part of town, this place is amazing.",1,10,interest part town place amaz,0.0
2127,RUDE & INCONSIDERATE MANAGEMENT.,0,4,rude manag,-0.3
2128,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,25,staff friendli wait time serv horribl one even say first minut,0.25
2129,I won't be back.,0,4,back,0.0
2130,I won't be back.,0,4,back,0.0
2131,They have great dinners.,1,4,great,0.8
2132,The service was outshining & I definitely recommend the Halibut.,1,10,servic definit recommend,0.0
2133,The food was terrible.,0,4,food terribl,0.0
2134,The food was terrible.,0,4,food terribl,0.0
2135,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,13,never ever go back told mani peopl happen,0.0
2136,I don't recommend unless your car breaks down in front of it and you are starving.,0,16,recommend unless car break front,0.0
2137,I will come back here every time I'm in Vegas.,1,10,come back everi time vega,0.0
2138,This place deserves one star and 90% has to do with the food.,0,13,place deserv one star food,0.0
2139,This is a disgrace.,0,4,disgrac,0.0
2140,Def coming back to bowl next time,1,7,come back bowl next time,0.0
2141,"If you want healthy authentic or ethic food, try this place.",1,11,want healthi authent food tri place,0.0
2142,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,25,continu come ladi night date night highli recommend place anyon area,0.0
2143,"I have been here several times in the past, and the experience has always been great.",1,16,sever time past experi alway great,0.275
2144,We walked away stuffed and happy about our first Vegas buffet experience.,1,12,walk away stuf happi first vega buffet experi,0.25
2145,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,21,servic excel price pretti reason consid vega insid mall,0.0
2146,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,22,food incred noth bring joy quit like memori,0.8
2147,I'm probably one of the few people to ever go to Ians and not like it.,0,16,probabl one peopl ever go like,0.0
2148,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,17,kid pizza alway hit lot great side dish option,0.8
2149,Service is perfect and the family atmosphere is nice to see.,1,11,servic perfect famili atmospher nice see,0.8
2150,Cooked to perfection and the service was impeccable.,1,8,cook perfect servic impecc,1.0
2151,This one is simply a disappointment.,0,6,one simpli disappoint,0.0
2152,"Overall, I was very disappointed with the quality of food at Bouchon.",0,12,overal disappoint qualiti food,0.0
2153,I don't have to be an accountant to know I'm getting screwed!,0,12,know get,0.0
2154,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,19,great place eat littl mom pop bay area,0.8
2155,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,25,today first tast hot dog tell ever thought possibl,0.25
2156,Left very frustrated.,0,3,left,0.0
2157,I'll definitely be in soon again.,1,6,definit soon,0.0
2158,Food was really good and I got full petty fast.,1,10,food realli good got full fast,0.4166666666666666
2159,Service was fantastic.,1,3,servic fantast,0.0
2160,TOTAL WASTE OF TIME.,0,4,total wast time,0.0
2161,I don't know what kind it is but they have the best iced tea.,1,14,know kind best tea,0.8
2162,"Come hungry, leave happy and stuffed!",1,6,come leav happi stuf,0.0
2163,"For service, I give them no stars.",0,7,servic give star,0.0
2164,I can assure you that you won't be disappointed.,1,9,assur disappoint,0.0
2165,I can take a little bad service but the food sucks.,0,11,take littl bad servic food suck,-0.6999999999999998
2166,Gave up trying to eat any of the crust (teeth still sore).,0,12,gave tri eat crust teeth still,0.0
2167,But now I was completely grossed out.,0,7,complet gross,0.0
2168,I really enjoyed eating here.,1,5,realli enjoy eat,0.4
2169,First time going but I think I will quickly become a regular.,1,12,first time go think quickli becom regular,0.125
2170,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,26,server nice even though look littl overwhelm need stay profession friendli end,0.6
2171,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,15,dinner told everyth fresh nice textur tast,0.44999999999999996
2172,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,18,ground right next tabl larg step everywher pile green,0.028571428571428564
2173,"Furthermore, you can't even find hours of operation on the website!",0,11,even find hour websit,0.0
2174,We've tried to like this place but after 10+ times I think we're done with them.,0,16,tri like place time think done,0.0
2175,What a mistake that was!,0,5,mistak,0.0
2176,No complaints!,1,2,complaint,-0.3
2177,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,13,serious good pizza expert,0.18333333333333332
2178,Waiter was a jerk.,0,4,waiter,0.0
2179,"Strike 2, who wants to be rushed.",0,7,want,0.0
2180,These are the nicest restaurant owners I've ever come across.,1,10,nicest restaur owner ever come,0.0
2181,I never come again.,0,4,never come,0.0
2182,We loved the biscuits!!!,1,4,love biscuit,0.5
2183,Service is quick and friendly.,1,5,servic quick friendli,0.3333333333333333
2184,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,14,order took minut pizza anoth minut,0.0
2185,So absolutley fantastic.,1,3,fantast,0.0
2186,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,15,huge awkward piec cow fat,-0.11111111111111109
2187,definitely will come back here again.,1,6,definit come back,0.0
2188,I like Steiners because it's dark and it feels like a bar.,1,12,like dark feel like bar,-0.15
2189,Wow very spicy but delicious.,1,5,wow spici delici,0.1
2190,"If you're not familiar, check it out.",1,7,familiar check,0.375
2191,I'll take my business dinner dollars elsewhere.,0,7,take busi dinner dollar elsewher,0.0
2192,I'd love to go back.,1,5,love go back,0.25
2193,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,8,anyway restaur wonder breakfast lunch,0.0
2194,Nothing special.,0,2,noth special,0.35714285714285715
2195,Each day of the week they have a different deal and it's all so delicious!,1,15,day week differ deal delici,0.0
2196,"Not to mention the combination of pears, almonds and bacon is a big winner!",1,14,mention combin bacon big winner,0.0
2197,Will not be back.,0,4,back,0.0
2198,Sauce was tasteless.,0,3,sauc tasteless,-0.6
2199,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,21,food delici spici enough sure ask way,0.25
2200,My ribeye steak was cooked perfectly and had great mesquite flavor.,1,11,steak cook perfectli great flavor,0.8
2201,I don't think we'll be going back anytime soon.,0,9,think go back anytim soon,0.0
2202,Food was so gooodd.,1,4,food,0.0
2203,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,26,far sushi definit tell differ good food bad food certainli bad food,-0.14999999999999994
2204,I was so insulted.,0,4,insult,0.0
2205,The last 3 times I had lunch here has been bad.,0,11,last time lunch bad,-0.3499999999999999
2206,The chicken wings contained the driest chicken meat I have ever eaten.,0,12,chicken wing contain driest chicken meat ever eaten,-0.6
2207,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,20,food good enjoy everi enjoy small famili etc,0.3125
2208,Nargile - I think you are great.,1,7,think great,0.8
2209,Best tater tots in the southwest.,1,6,best tot,1.0
2210,We loved the place.,1,4,love place,0.5
2211,Definitely not worth the $3 I paid.,0,7,definit worth paid,0.3
2212,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,16,ice cream creami fresh enough,0.15
2213,Im in AZ all the time and now have my new spot.,1,12,im time new spot,0.13636363636363635
2214,The manager was the worst.,0,5,manag worst,-1.0
2215,The inside is really quite nice and very clean.,1,9,insid realli quit nice clean,0.48333333333333334
2216,The food was outstanding and the prices were very reasonable.,1,10,food outstand price reason,0.0
2217,I don't think I'll be running back to Carly's anytime soon for food.,0,13,think run back anytim soon food,0.0
2218,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,27,due fact took minut acknowledg anoth minut get food kept forget thing,-0.125
2219,"Love the margaritas, too!",1,4,love margarita,0.5
2220,This was my first and only Vegas buffet and it did not disappoint.,1,13,first vega buffet disappoint,0.25
2221,"Very good, though!",1,3,good though,0.7
2222,The one down note is the ventilation could use some upgrading.,0,11,one note could use,0.0
2223,Great pork sandwich.,1,3,great pork sandwich,0.8
2224,Don't waste your time here.,0,5,wast time,0.0
2225,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,16,total would much rather go flower coffe,0.1
2226,"Third, the cheese on my friend's burger was cold.",0,9,third chees friend burger cold,-0.3
2227,We enjoy their pizza and brunch.,1,6,enjoy pizza brunch,0.4
2228,The steaks are all well trimmed and also perfectly cooked.,1,10,steak well also perfectli cook,0.0
2229,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,19,group would handl u beauti,0.0
2230,I LOVED it!,1,3,love,0.5
2231,We asked for the bill to leave without eating and they didn't bring that either.,0,15,ask bill leav without eat bring either,0.0
2232,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,22,place vega exactli hope find nearli ten year live,0.06818181818181818
2233,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,18,seafood limit shrimp crab leg crab leg definit tast fresh,0.3
2234,The selection of food was not the best.,0,8,select food best,1.0
2235,Delicious and I will absolutely be back!,1,7,delici absolut back,0.0
